mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	6.0	0	0	2/4	2	1	D.V[I6{		D	I	V	I6		I		6				{	M	0	0	4, 1, 0		0	4
4	4	6	6	2.0	0	0	2/4	2	1	V+		D	I	V	V+		V	+						+	0	0	1, 5, 9		1	1
5	5	8	8	2.0	0	0	2/4	2	1	I6		D	I	V	I6		I		6					M	0	0	4, 1, 0		0	4
6	6	10	10	1.0	0	0	2/4	2	1	ii7(4)		D	I	V	ii7(4)		ii		7	4				mm7	0	0	2, 1, 3, 0		2	2
6	6	11	11	3.0	1/4	1/4	2/4	2	1	ii7		D	I	V	ii7		ii		7					mm7	0	0	2, -1, 3, 0		2	2
8	8	14	14	2.0	0	0	2/4	2	1	ii%7		D	I	V	ii%7		ii	%	7					%7	0	0	2, -1, -4, 0		2	2
9	9	16	16	2.0	0	0	2/4	2	1	V7(9)		D	I	V	V7(9)		V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1
10	10	18	18	1.0	0	0	2/4	2	1	V7(139)		D	I	V	V7(139)		V		7	139				Mm7	0	0	1, 5, 2, -1	4, 3	1	1
10	10	19	19	1.0	1/4	1/4	2/4	2	1	V7(9)		D	I	V	V7(9)		V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1
11	11	20	20	1.0	0	0	2/4	2	1	V43(9)/IV		D	I	V	V43(9)/IV		V		43	9	IV			Mm7	0	0	1, -2, 0, 4	2	0	1
11	11	21	21	1.0	1/4	1/4	2/4	2	1	V43/IV		D	I	V	V43/IV		V		43		IV			Mm7	0	0	1, -2, 0, 4		0	1
12	12	22	22	1.0	0	0	2/4	2	1	V43(13)/IV		D	I	V	V43(13)/IV		V		43	13	IV			Mm7	0	0	1, -2, 0, 4	3	0	1
12	12	23	23	1.0	1/4	1/4	2/4	2	1	V43/IV]		D	I	V	V43/IV		V		43		IV			Mm7	0	0	1, -2, 0, 4		0	1
13	13	24	24	1.0	0	0	2/4	2	1	V7(9)/bVII	V7(9)/IV/IV	D	I		V7(9)/bVII		V		7	9	bVII			Mm7	0	0	-1, 3, 0, -3	1	-1	-1
13	13	25	25	3.0	1/4	1/4	2/4	2	1	V7/bVII	V7/IV/IV	D	I		V7/bVII		V		7		bVII			Mm7	0	0	-1, 3, 0, -3		-1	-1
15	15	28	28	2.0	0	0	2/4	2	1	vii%43		D	I		vii%43		vii	%	43					%7	0	0	-1, 3, 5, 2		5	-1
16	16	30	30	1.0	0	0	2/4	2	1	vii%43(13)		D	I		vii%43(13)		vii	%	43	13				%7	0	0	-1, 3, 5, 2	1	5	-1
16	16	31	31	1.0	1/4	1/4	2/4	2	1	vii%43		D	I		vii%43		vii	%	43					%7	0	0	-1, 3, 5, 2		5	-1
17	17	32	32	1.0	0	0	2/4	2	1	V7(9)/vi		D	I		V7(9)/vi		V		7	9	vi			Mm7	0	0	4, 8, 5, 2	-1	4	4
17	17	33	33	3.0	1/4	1/4	2/4	2	1	V7/vi		D	I		V7/vi		V		7		vi			Mm7	0	0	4, 8, 5, 2		4	4
