mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	9.0	0	0	3/4	2	1	G.I[I{		G	I	I	I	I						{	M	0	0	0, 4, 1		0	0
4	4	9	9	3.0	0	0	3/4	2	1	ii6(+4)		G	I	I	ii6(+4)	ii		6	+4				m	0	0	-1, 3, 2	1	2	-1
5	5	12	12	3.0	0	0	3/4	2	1	V7		G	I	I	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
6	6	15	15	6.0	0	0	3/4	2	1	I		G	I	I	I	I							M	0	0	0, 4, 1		0	0
8	8	21	21	3.0	0	0	3/4	2	1	ii6(+4)		G	I	I	ii6(+4)	ii		6	+4				m	0	0	-1, 3, 2	1	2	-1
9	9	24	24	3.0	0	0	3/4	2	1	V7		G	I	I	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
10	10	27	27	3.0	0	0	3/4	2	1	I]|IAC}		G	I	I	I	I					IAC	}	M	0	0	0, 4, 1		0	0
11	11	30	30	3.0	0	0	3/4	2	1	vi{		G	I		vi	vi						{	m	0	0	3, 0, 4		3	3
12	12	33	33	2.0	0	0	3/4	2	1	iii		G	I		iii	iii							m	0	0	4, 1, 5		4	4
12	12	35	35	1.0	1/2	1/2	3/4	2	1	iii64(+6)		G	I		iii64(+6)	iii		64	+6				m	0	0	5, 4, 1	0	4	5
13	13	36	36	3.0	0	0	3/4	2	1	iii		G	I		iii	iii							m	0	0	4, 1, 5		4	4
14	14	39	39	3.0	0	0	3/4	2	1	V.vi		G	V		vi	vi							m	0	0	3, 0, 4		3	3
15	15	42	42	2.0	0	0	3/4	2	1	iii		G	V		iii	iii							m	0	0	4, 1, 5		4	4
15	15	44	44	1.0	1/2	1/2	3/4	2	1	iii64(+6)		G	V		iii64(+6)	iii		64	+6				m	0	0	5, 4, 1	0	4	5
16	16	45	45	3.0	0	0	3/4	2	1	iii		G	V		iii	iii							m	0	0	4, 1, 5		4	4
17	17	48	48	1.0	0	0	3/4	2	1	iv/vi		G	V		iv/vi	iv				vi			m	0	0	2, -1, 3		2	2
17	17	49	49	1.0	1/4	1/4	3/4	2	1	iv64/vi		G	V		iv64/vi	iv		64		vi			m	0	0	3, 2, -1		2	3
17	17	50	50	1.0	1/2	1/2	3/4	2	1	#viio7(2)/vi		G	V		#viio7(2)/vi	#vii	o	7	2	vi			o7	0	0	3, 5, 2, -1		8	3
18	18	51	51	2.0	0	0	3/4	2	1	i(6)/vi		G	V		i(6)/vi	i			6	vi			m	0	0	3, 0, -1		3	3
18	18	53	53	1.0	1/2	1/2	3/4	2	1	V(94)/vi		G	V		V(94)/vi	V			94	vi			M	0	0	4, 3, 5	-1	4	4
19	19	54	54	3.0	0	0	3/4	2	1	i/vi		G	V		i/vi	i				vi			m	0	0	3, 0, 4		3	3
20	20	57	57	1.0	0	0	3/4	2	1	iv/iii		G	V		iv/iii	iv				iii			m	0	0	3, 0, 4		3	3
20	20	58	58	1.0	1/4	1/4	3/4	2	1	iv64/iii		G	V		iv64/iii	iv		64		iii			m	0	0	4, 3, 0		3	4
20	20	59	59	1.0	1/2	1/2	3/4	2	1	#viio7(2)/iii		G	V		#viio7(2)/iii	#vii	o	7	2	iii			o7	0	0	4, 6, 3, 0		9	4
21	21	60	60	2.0	0	0	3/4	2	1	i(6)/iii		G	V		i(6)/iii	i			6	iii			m	0	0	4, 1, 0		4	4
21	21	62	62	1.0	1/2	1/2	3/4	2	1	V7(94)/iii		G	V		V7(94)/iii	V		7	94	iii			Mm7	0	0	5, 4, 6, 3	0	5	5
22	22	63	63	2.0	0	0	3/4	2	1	i/iii}		G	V		i/iii	i				iii		}	m	0	0	4, 1, 5		4	4
22	22	65	65	1.0	1/2	1/2	3/4	2	1	bIII+	i(#0)/iii	G	V		bIII+	bIII	+						+	0	0	-3, 1, 5		-3	-3
23	23	66	66	3.0	0	0	3/4	2	1	v43{		G	V		v43	v		43				{	mm7	0	0	2, -1, 1, -2		1	2
24	24	69	69	3.0	0	0	3/4	2	1	V7		G	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
25	25	72	72	2.0	0	0	3/4	2	1	v43		G	V		v43	v		43					mm7	0	0	2, -1, 1, -2		1	2
25	25	74	74	1.0	1/2	1/2	3/4	2	1	v43(9)		G	V		v43(9)	v		43	9				mm7	0	0	2, -1, 1, -2	3	1	2
26	26	75	75	3.0	0	0	3/4	2	1	V7		G	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
27	27	78	78	3.0	0	0	3/4	2	1	I.v43		G	I		v43	v		43					mm7	0	0	2, -1, 1, -2		1	2
28	28	81	81	3.0	0	0	3/4	2	1	V7		G	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
29	29	84	84	2.0	0	0	3/4	2	1	v43		G	I		v43	v		43					mm7	0	0	2, -1, 1, -2		1	2
29	29	86	86	1.0	1/2	1/2	3/4	2	1	v43(9)		G	I		v43(9)	v		43	9				mm7	0	0	2, -1, 1, -2	3	1	2
30	30	87	87	3.0	0	0	3/4	2	1	V7		G	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
31	31	90	90	3.0	0	0	3/4	2	1	I[I|PAC}{		G	I	I	I	I					PAC	}{	M	0	0	0, 4, 1		0	0
32	32	93	93	3.0	0	0	3/4	2	1	ii6(+4)		G	I	I	ii6(+4)	ii		6	+4				m	0	0	-1, 3, 2	1	2	-1
33	33	96	96	3.0	0	0	3/4	2	1	V7		G	I	I	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
34	34	99	99	6.0	0	0	3/4	2	1	I		G	I	I	I	I							M	0	0	0, 4, 1		0	0
36	36	105	105	3.0	0	0	3/4	2	1	ii6(+4)		G	I	I	ii6(+4)	ii		6	+4				m	0	0	-1, 3, 2	1	2	-1
37	37	108	108	3.0	0	0	3/4	2	1	V7		G	I	I	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
38	38	111	111	3.0	0	0	3/4	2	1	I]|IAC}		G	I	I	I	I					IAC	}	M	0	0	0, 4, 1		0	0
39	39	114	114	3.0	0	0	3/4	2	1	vi{		G	I		vi	vi						{	m	0	0	3, 0, 4		3	3
40	40	117	117	2.0	0	0	3/4	2	1	iii		G	I		iii	iii							m	0	0	4, 1, 5		4	4
40	40	119	119	1.0	1/2	1/2	3/4	2	1	iii64(+6)		G	I		iii64(+6)	iii		64	+6				m	0	0	5, 4, 1	0	4	5
41	41	120	120	3.0	0	0	3/4	2	1	iii		G	I		iii	iii							m	0	0	4, 1, 5		4	4
42	42	123	123	3.0	0	0	3/4	2	1	V.vi		G	V		vi	vi							m	0	0	3, 0, 4		3	3
43	43	126	126	2.0	0	0	3/4	2	1	iii		G	V		iii	iii							m	0	0	4, 1, 5		4	4
43	43	128	128	1.0	1/2	1/2	3/4	2	1	iii64(+6)		G	V		iii64(+6)	iii		64	+6				m	0	0	5, 4, 1	0	4	5
44	44	129	129	3.0	0	0	3/4	2	1	iii		G	V		iii	iii							m	0	0	4, 1, 5		4	4
45	45	132	132	1.0	0	0	3/4	2	1	iv/vi		G	V		iv/vi	iv				vi			m	0	0	2, -1, 3		2	2
45	45	133	133	1.0	1/4	1/4	3/4	2	1	iv64/vi		G	V		iv64/vi	iv		64		vi			m	0	0	3, 2, -1		2	3
45	45	134	134	1.0	1/2	1/2	3/4	2	1	#viio7(2)/vi		G	V		#viio7(2)/vi	#vii	o	7	2	vi			o7	0	0	3, 5, 2, -1		8	3
46	46	135	135	2.0	0	0	3/4	2	1	i(6)/vi		G	V		i(6)/vi	i			6	vi			m	0	0	3, 0, -1		3	3
